player,role,hero,hero.role,cfp,time_in_sec,rating,winrate,tierate,lossrate,fwin,ftie,floss,ptk,ptk_comp_to_avg,kills_per_10,kills_per_10_comp_to_avg,deaths_per_10,deaths_per_10_comp_to_avg,ults_per_10,ults_per_10_comp_to_avg,ttcu,ttcu_comp_to_avg,kpu,kpu_comp_to_avg,ult_eff,ult_eff_comp_to_avg,fights_fought,first_kills,first_kills_comp_to_avg,first_deaths,first_deaths_comp_to_avg,hsk,hsk_comp_to_avg,ult_kills,ult_kills_comp_to_avg,ttcfu,ttcfu_comp_to_avg,tuh,tuh_comp_to_avg,uoof,uoof_comp_to_avg,simple_model_role,pred_ri_role,pred_rs_role,pred_rsi_role,simple_model,pred_ri,pred_rs,pred_rsi
uNdeAD,dps,Sombra,Offense,60,992,732,0.11,0,0.89,0.15,0.15,0.7,0.278,0.97,6.05,0.26,10.28,0.83,4.23,-0.2,88,0.31,0,0,5,-0.18,20,0.05,-0.37,0.25,1.69,0,0,0,0,88,0.31,20,-0.19,0,0,695.1022334482826,671.5665284959915,670.9161058999222,670.8268078051667,695.1022334482826,718.6461445308622,678.1867097791268,740.7163077384869
uNdeAD,dps,Tracer,Offense,151,2283,284,0,0.2,0.8,0.152,0,0.848,0.281,0.11,4.21,-0.53,11.3,0.95,5.26,-0.01,73,0.02,0,0,8.3,0.6,46,0.087,-0.34,0.196,1.28,0,0,0,0,76,-0.01,14,-0.44,0.05,-0.37,696.8621827599454,673.472050241559,672.8325034108658,672.7416132857151,696.8621827599454,629.1266169798132,660.2413138539135,534.0419649662299
mg,off tank,D.Va,Tank,148,19378,615,0.14,0.06,0.8,0.299,0.043,0.657,0.23,0.29,5.88,-0.03,7.09,0.54,0,-1,NaN,NaN,NaN,NaN,NaN,NaN,391,0.074,-0.01,0.038,0.12,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,826.2184571671546,776.8177695287253,791.5263884970016,786.1722482259738,826.2184571671546,820.5848279031649,821.5861476473779,782.8572074438717
mg,off tank,Roadhog,Tank,90,1097,808,0.36,0,0.64,0.259,0.148,0.593,0.333,0.4,6.56,-0.17,8.2,0.42,3.28,0.1,91,-0.16,0,0,7.4,0.68,27,0.074,-0.5,0.074,-0.16,0,0,0,0,95,-0.16,24,-0.19,0,0,791.0194709339005,738.7073346173751,756.1631649628426,749.8778295535096,791.0194709339005,768.9411959260258,768.8966128613721,796.1537816921851
mg,off tank,Zarya,Tank,116,1054,963,0,0,1,0.464,0,0.536,0.17,-0.03,4.55,-0.24,6.26,0.12,3.98,0.43,95,-0.17,0,0,25,0.87,28,0.036,-0.49,0,0,0,0,0,0,85,-0.28,22,-0.18,0,0,971.4142753793285,934.023313538045,937.3996855754075,935.8867252498894,971.4142753793285,956.0338001125878,946.4194932868928,961.0380967649221
Roshan,tank,Winston,Tank,123,25320,522,0.16,0.04,0.8,0.3,0.049,0.651,0.136,-0.23,3.53,-0.42,9.53,0.54,3.74,0.14,111,0.02,0,0,4.8,-0.2,513,0.035,-0.57,0.191,0.95,0,0,0,0,116,0.03,16,-0.49,0.169,0.99,827.098431822986,777.7705304015091,792.4104690853555,787.0796086927855,827.098431822986,760.1626870032007,789.5549575328264,707.2077140731185
Roshan,tank,Orisa,Tank,18,4889,860,0.32,0,0.68,0.414,0.069,0.517,0.102,0.12,2.95,-0.1,7.61,0.29,2.21,-0.16,106,-0.11,0,0,17,1.58,116,0.026,-0.4,0.095,0.36,0,0,0,0,115,-0.09,17,-0.12,0.167,0.61,927.4155425877607,886.3852698988572,893.1956561577086,890.518701909309,927.4155425877607,787.903785155808,824.6147487264373,812.5993234774082
Roshan,tank,Reinhardt,Tank,82,2243,604,0.26,0,0.74,0.481,0,0.519,0.088,-0.47,2.68,-0.52,9.1,0.35,3.75,0.08,118,0.22,0,0,23.4,1.93,52,0.019,-0.78,0.231,0.85,0,0,0,0,127,0.22,12,-0.66,0,0,986.3738445284614,950.2202483753689,952.429055577425,951.3118531856867,986.3738445284614,986.023227769019,993.2155043519311,987.1634332359088
Freefeel,Support,Zenyatta,Support,112,27387,826,0.18,0.04,0.78,0.312,0.044,0.644,0.091,-0.13,2.41,-0.35,7.03,0.13,3.9,0.14,104,0.02,0,0,-2.5,-1.4,564,0.043,-0.22,0.09,-0.15,0,0,0,0,107,0.01,26,-0.12,0.057,-0.3,837.6581276929624,901.9619481960133,874.5143520648417,884.1236379589677,837.6581276929624,860.5328566332879,850.2300503123049,834.5271651463726
Freefeel,Support,Ana,Support,112,1607,942,0.21,0,0.79,0.486,0.081,0.432,0,-1,0,-1,4.85,-0.12,4.11,0,83,-0.04,0,0,-8.6,-2.16,37,0,0,0.054,-0.36,NaN,NaN,NaN,NaN,88,0.04,10,-0.68,0,0,990.7737178076183,1067.7423400603868,1068.2165390857008,1068.8369364851378,990.7737178076183,1125.7351574429474,1093.4221014765649,1131.474966952113
FiveKing,Support,Lucio,Support,134,4215,1030,0.17,0,0.83,0.366,0.043,0.591,0.07,-0.01,1.85,-0.23,5.12,-0.06,3.84,0.33,92,-0.23,0,0,4.3,-0.39,93,0.022,-0.15,0.043,-0.35,0,0,0,0,102,-0.16,23,-0.22,0.074,0.23,885.1767591078556,953.4110353263361,934.6288238989013,941.4484547429515,885.1767591078556,905.5302964533629,897.1129757781652,911.481938215132
FiveKing,Support,Mercy,Support,73,7779,852,0.18,0,0.82,0.281,0.063,0.656,0,-1,0,-1,5.63,0.12,3.47,-0.07,106,0.11,0,0,-8.6,-2.91,160,0,0,0.05,-0.22,NaN,NaN,NaN,NaN,102,0.13,27,-0.09,0.067,0.03,810.3789133621904,872.4263611397168,840.0041923082518,851.2149468422363,810.3789133621904,846.1772356424759,824.0016975788233,852.2141956416497
